payment_id,user_id,amount,currency,payment_date,method
d56b9aff-c7ad-44a6-a02e-97beb18e224b,0,0.0,USD,2026-02-08,Credit Card
6eddf959-1b2d-41cf-9d68-54745715ae26,1,4.99,USD,2026-02-08,Credit Card
17731b0a-5977-4d39-9a80-4ad1ff9e0727,2,4.99,USD,2026-02-08,Credit Card
14f038af-f3c0-4bb2-90e1-4aab75bbca0e,3,0.0,USD,2026-02-08,Credit Card
c29127b0-ccb6-4fce-bf59-f58e9d4d9704,6,4.99,USD,2026-02-08,Credit Card
1e8d2633-8318-4990-a04c-636b2da98542,7,4.99,USD,2026-02-08,Credit Card
ec112cbd-0e7a-48fb-8ef1-5220215e67b0,8,4.99,USD,2026-02-08,Credit Card
fc64da99-6033-43f0-a1c7-419685a98bec,9,0.0,USD,2026-02-08,Credit Card
f46215f6-91d1-41ee-92e3-e8f13b911734,12,0.0,USD,2026-02-08,Credit Card
ed6a700b-d3a1-442c-9c3b-4ae49f118ebf,13,9.99,USD,2026-02-08,Credit Card
974c0e9b-4af0-4a7b-9c6c-12f809f6d9b1,14,0.0,USD,2026-02-08,Credit Card
edcab7c1-fc7f-46da-a268-a74c95ea05ed,15,4.99,USD,2026-02-08,Credit Card
b75d9185-f938-49e9-9968-609ff648e8ad,16,4.99,USD,2026-02-08,Credit Card
f6269eeb-6454-4245-bd92-ff1a334b4661,18,0.0,USD,2026-02-08,Credit Card
f69c1aa3-0b62-46e5-ad06-d9a5c9117547,19,4.99,USD,2026-02-08,Credit Card
34763b72-a991-479d-92d4-f0aa73cfa22d,20,4.99,USD,2026-02-08,Credit Card
10cd1f4a-c1ed-4224-b61f-552a604c2593,21,4.99,USD,2026-02-08,Credit Card
e4f29611-069a-4063-adb7-c95ee922f186,22,4.99,USD,2026-02-08,Credit Card
9802f7d2-e64c-4a94-8a73-83310c807c12,24,9.99,USD,2026-02-08,Credit Card
dee5884b-ecde-4f45-bde5-a642937f8760,28,9.99,USD,2026-02-08,Credit Card
c08e7774-88c5-4f13-949d-ee727a74b884,30,9.99,USD,2026-02-08,Credit Card
544b040a-501f-4ea7-97d1-b0cd73c1c201,31,9.99,USD,2026-02-08,Credit Card
baafa93b-755a-4e3a-a2bd-53f1c937cf71,34,9.99,USD,2026-02-08,Credit Card
c8495a60-cd71-4e20-87e5-6e892e3e5a52,35,4.99,USD,2026-02-08,Credit Card
122bad20-a46e-45bd-a792-6b692d7ce76f,36,4.99,USD,2026-02-08,Credit Card
890f2731-fdf1-4925-bce0-2cf60899f0d7,37,4.99,USD,2026-02-08,Credit Card
aa736fe6-a9b3-4e68-afbd-54c5c0f75bbc,38,9.99,USD,2026-02-08,Credit Card
8945ccec-57b3-4b9d-8353-9c8b82859557,40,4.99,USD,2026-02-08,Credit Card
c1fabfc7-32c7-4acc-9f02-92a2cea45171,42,0.0,USD,2026-02-08,Credit Card
48706c99-d340-4a7f-8f00-847a5c3a48a8,44,0.0,USD,2026-02-08,Credit Card
f14283de-c368-4847-b79f-269495e08aee,46,9.99,USD,2026-02-08,Credit Card
98407780-26ca-4d66-8340-66149480dfc8,47,4.99,USD,2026-02-08,Credit Card
3bda7327-9b6a-4950-8000-92d20803dc6a,49,9.99,USD,2026-02-08,Credit Card
2109aadd-9690-4cd9-ac0e-1e4bf1e0696d,51,4.99,USD,2026-02-08,Credit Card
46966621-f223-4f14-80c3-c86fb6ed61d7,52,0.0,USD,2026-02-08,Credit Card
a5c6a831-0912-453a-9e15-c4653fc56c50,53,0.0,USD,2026-02-08,Credit Card
1f7f2fae-0499-4565-9245-57a73650279f,55,0.0,USD,2026-02-08,Credit Card
5033dfdb-634f-4aab-aad2-e80ef808d7a9,57,0.0,USD,2026-02-08,Credit Card
c5984ed5-0270-47dc-91b7-dbecb1261fb8,58,4.99,USD,2026-02-08,Credit Card
239bddb1-001d-4d9a-a3b1-eae8d03a7cb4,60,4.99,USD,2026-02-08,Credit Card
72919459-257c-4442-bc19-ede27b35e27c,61,0.0,USD,2026-02-08,Credit Card
9b32f6c2-8a2a-46b6-b8ef-c7aab5068d5b,64,4.99,USD,2026-02-08,Credit Card
97ade90b-9737-47c4-94d4-79bd6969bb41,66,9.99,USD,2026-02-08,Credit Card
18746d2b-1942-4d13-b906-8f05a968cc51,67,0.0,USD,2026-02-08,Credit Card
675d6b40-a9f2-4999-9934-284e76abc45b,68,4.99,USD,2026-02-08,Credit Card
91c78655-8828-467c-8a48-6539a319b8cf,69,9.99,USD,2026-02-08,Credit Card
3b033eb0-8ea5-4ac9-b5d0-4fb1fc01dfb1,72,9.99,USD,2026-02-08,Credit Card
1ed1230b-2d2d-49e0-bc6e-f29eac73abda,73,0.0,USD,2026-02-08,Credit Card
f5235431-e775-498f-a3d9-614ef3b634f5,74,4.99,USD,2026-02-08,Credit Card
9520f366-4051-4ebd-bf64-2d535ee314a9,76,4.99,USD,2026-02-08,Credit Card
7d90659d-4ec6-42d2-9e88-196357d55d7a,78,4.99,USD,2026-02-08,Credit Card
2cc9eb61-91d6-486c-8ba0-d6ca1579d063,79,4.99,USD,2026-02-08,Credit Card
05762184-c674-44ac-8c76-a022fad18e77,84,9.99,USD,2026-02-08,Credit Card
2dc7756e-afd0-4bf3-a229-e76281d2f343,85,4.99,USD,2026-02-08,Credit Card
0ab82c6e-ab2e-4462-8de4-7ab4ce171c1f,87,9.99,USD,2026-02-08,Credit Card
a0399305-8889-40b2-a16b-2350054540eb,88,9.99,USD,2026-02-08,Credit Card
1c635f6b-5c4b-48cf-a52c-61551e8d4935,90,9.99,USD,2026-02-08,Credit Card
