payment_id,user_id,amount,currency,payment_date,method
dcc2134d-809a-4b2e-a5a4-471b4062111f,1,0.0,USD,2026-02-06,Credit Card
12b97af5-ebee-4d36-a348-e56bce6b828b,3,9.99,USD,2026-02-06,Credit Card
61f2fa6c-b0a7-4cd9-8284-d24cd6feb47b,4,9.99,USD,2026-02-06,Credit Card
b6c5d596-e0d8-4ba2-b770-b0c23430ae46,6,9.99,USD,2026-02-06,Credit Card
df1126a9-93d6-4dfc-9bdc-c2465c3ddbd3,7,0.0,USD,2026-02-06,Credit Card
7fa91eb2-1cbc-478e-8949-9cc06924bb48,8,0.0,USD,2026-02-06,Credit Card
3ca6dba5-ade6-4caa-aa91-daa9917f460a,11,0.0,USD,2026-02-06,Credit Card
7ed0e07b-fa8d-4fef-a973-09fbe8aaeb37,14,4.99,USD,2026-02-06,Credit Card
23e02d5e-a905-4964-994e-fa9134492f61,16,4.99,USD,2026-02-06,Credit Card
67015859-e9fd-479f-9b8c-b7c03e2d9962,18,0.0,USD,2026-02-06,Credit Card
f45c072d-478d-4eee-b460-3de9d9f02667,19,9.99,USD,2026-02-06,Credit Card
71373276-a1f8-4676-98c3-e309e0d53cda,21,9.99,USD,2026-02-06,Credit Card
4943fb58-97f5-4a7c-a991-efc755d5e6ae,24,9.99,USD,2026-02-06,Credit Card
26afde21-fdcc-4237-bae9-398362d0ec32,27,9.99,USD,2026-02-06,Credit Card
f3158849-765e-408f-8429-7fb33f00b5ed,29,4.99,USD,2026-02-06,Credit Card
3e462855-6528-4131-a8c9-522c658c8fe7,31,0.0,USD,2026-02-06,Credit Card
08d40a32-a150-4903-b38f-e33f7571c4f2,37,9.99,USD,2026-02-06,Credit Card
44394140-5be3-4b4c-8d08-d6a803a8ccd8,41,4.99,USD,2026-02-06,Credit Card
c2f05ae2-557c-4c28-8b84-64c2c4ce33de,45,0.0,USD,2026-02-06,Credit Card
4dbce9d7-c4ae-4570-8ddf-3f03468b2bb9,47,9.99,USD,2026-02-06,Credit Card
64e708e1-4cfc-4252-84cb-a94b3e407957,50,9.99,USD,2026-02-06,Credit Card
415f5b78-396f-4476-9961-0263f482ba7d,51,0.0,USD,2026-02-06,Credit Card
e7be6f54-b8bf-4625-a580-d9a044acc204,52,9.99,USD,2026-02-06,Credit Card
3f182f55-c56d-4b60-b9a0-9e707e4c91b4,53,4.99,USD,2026-02-06,Credit Card
4d49e4bf-e9e8-4c69-a6a3-e7524cae16ff,59,9.99,USD,2026-02-06,Credit Card
9c59d0c0-792a-4265-8f32-90125e2fa907,63,9.99,USD,2026-02-06,Credit Card
63e55966-a4fd-4ac9-b8fe-727f006648d3,67,4.99,USD,2026-02-06,Credit Card
105c1180-90d8-420e-ae37-1c7a3320137a,68,0.0,USD,2026-02-06,Credit Card
08f20d07-add6-4121-af8f-7710874a8cbd,72,0.0,USD,2026-02-06,Credit Card
9ce7aeaf-3465-4aa3-a11b-9733cb69d010,79,0.0,USD,2026-02-06,Credit Card
05bdd7f1-4db1-4c96-805a-f19d97ab7a5f,80,9.99,USD,2026-02-06,Credit Card
f9096ec5-30a8-4021-a83c-f2e242364b28,81,9.99,USD,2026-02-06,Credit Card
57893d4f-d9b0-430f-b78b-fb368584f3bb,84,4.99,USD,2026-02-06,Credit Card
11436096-ffa2-4c7a-a8d2-24ac86daa757,85,9.99,USD,2026-02-06,Credit Card
90dd6ac1-772f-404d-ac82-10ec1f3fef7d,88,9.99,USD,2026-02-06,Credit Card
24566ac7-dac5-4abc-b3f8-9fca39e30704,92,4.99,USD,2026-02-06,Credit Card
335067f7-5e82-45db-8b86-6419890d5748,94,9.99,USD,2026-02-06,Credit Card
364397b6-b33a-4b77-8ac0-89c1a9c08578,96,9.99,USD,2026-02-06,Credit Card
3e97b558-9622-4085-a273-152f0dc40d48,97,4.99,USD,2026-02-06,Credit Card
3ea62844-db09-484e-8ad4-75af7cae31d4,98,4.99,USD,2026-02-06,Credit Card
343a71cf-5b7a-404d-8f15-1ad9c4b0b459,99,9.99,USD,2026-02-06,Credit Card
