payment_id,user_id,amount,currency,payment_date,method
4ab01a44-c53a-42de-977f-6892bc80405e,1,9.99,USD,2026-02-09,Credit Card
f9d12bda-430f-4bc0-b62a-d4b4c552d51a,3,0.0,USD,2026-02-09,Credit Card
94fbeae0-3cbf-4a2d-b55b-5fbeb1666c32,4,0.0,USD,2026-02-09,Credit Card
58a26a77-87fb-4537-aa87-455415a9d12c,6,0.0,USD,2026-02-09,Credit Card
e16545f0-3fa8-4430-a393-fcda00cdb920,9,0.0,USD,2026-02-09,Credit Card
f95531d1-0469-4334-97ab-df094d0ac9ea,11,4.99,USD,2026-02-09,Credit Card
8b4d5cbc-a45a-4665-a1f7-ee6b3ade7fd9,16,0.0,USD,2026-02-09,Credit Card
1283a76c-95e1-47f8-9354-ffc65c041697,18,9.99,USD,2026-02-09,Credit Card
76d17ea8-f3a7-457a-9234-0e057e67eb39,19,0.0,USD,2026-02-09,Credit Card
5ef21d0d-822d-46bc-b752-44b451e63138,20,0.0,USD,2026-02-09,Credit Card
9cdf9571-ad00-4506-bfaf-0baf51e675b3,21,4.99,USD,2026-02-09,Credit Card
0fbbeead-30f9-4908-8339-6ae2f650d389,22,0.0,USD,2026-02-09,Credit Card
fa336e46-14ad-4cc0-a1ea-fea759ff9a91,25,9.99,USD,2026-02-09,Credit Card
8d3b51ed-034a-4792-8ad2-e886aacd3434,27,9.99,USD,2026-02-09,Credit Card
2e4f8ab7-6787-49cd-853b-4f986641bfeb,28,4.99,USD,2026-02-09,Credit Card
65f152a6-1dd1-4fb7-859d-52a9033f0ef5,29,4.99,USD,2026-02-09,Credit Card
f2863d67-f95d-43e1-9de5-4611f3002d80,33,9.99,USD,2026-02-09,Credit Card
62b2ebd4-4b13-47a9-85b0-f720afc80f83,39,0.0,USD,2026-02-09,Credit Card
a25cfe79-5d26-4fed-9736-0c8a5d40c5fe,41,9.99,USD,2026-02-09,Credit Card
530d913c-6375-4709-8b5e-b57df9a92b42,42,9.99,USD,2026-02-09,Credit Card
b5eb5082-7bf2-4c73-ac48-1dac012e7dc8,43,9.99,USD,2026-02-09,Credit Card
b03ab77a-f5f9-4ed7-a604-6293e8c784bd,45,0.0,USD,2026-02-09,Credit Card
41e5f113-4e4a-4568-8534-dafbff3bb07f,48,0.0,USD,2026-02-09,Credit Card
8913892f-e679-493b-9a1c-660cf3089643,50,4.99,USD,2026-02-09,Credit Card
187d6799-9237-4ac6-b73c-78e22eadae45,51,9.99,USD,2026-02-09,Credit Card
75d2bcce-537c-49d1-a52b-0d7aa1ccff05,52,0.0,USD,2026-02-09,Credit Card
778ec857-a9bc-4307-a0e7-df8b0d51a37f,53,0.0,USD,2026-02-09,Credit Card
83579c16-d9f8-4c8e-95ca-7f5f50700c4f,55,4.99,USD,2026-02-09,Credit Card
e240183e-b2ae-4022-b0eb-19fe4d30dbaa,57,4.99,USD,2026-02-09,Credit Card
1c3b7172-02ce-4da4-9367-4dabd7fe8e6f,58,0.0,USD,2026-02-09,Credit Card
36af391d-cf17-4098-ae05-668bb6abd4a3,61,4.99,USD,2026-02-09,Credit Card
5932d473-1e54-4675-99ed-ce60399dd098,62,0.0,USD,2026-02-09,Credit Card
e7fffdce-3a95-41a7-b2bd-d00f138decbd,64,9.99,USD,2026-02-09,Credit Card
91d8bade-3717-4697-8ae2-14031123dc04,66,9.99,USD,2026-02-09,Credit Card
ea6cea9f-8266-4afb-bc91-8fef5fd3d2a0,71,9.99,USD,2026-02-09,Credit Card
085230b3-693d-48d0-9cfc-89d540850ea2,75,9.99,USD,2026-02-09,Credit Card
7b8e990a-2b7e-4111-98ed-bd5e9304e0e7,78,4.99,USD,2026-02-09,Credit Card
a1412953-da1a-411c-bddd-6cc2fc9c836d,79,0.0,USD,2026-02-09,Credit Card
c278cf2a-2422-490c-8422-f7bfd426cf9b,80,4.99,USD,2026-02-09,Credit Card
c0f4affa-3c74-4f3d-a293-3c5058fd5cc9,85,4.99,USD,2026-02-09,Credit Card
87cc51b7-87d9-45c7-90bd-94498932df7b,86,4.99,USD,2026-02-09,Credit Card
0fab3325-98e6-4d59-99e6-2ae93b3f7878,88,4.99,USD,2026-02-09,Credit Card
020a0d9a-1815-4e7e-aa91-0d976b29f1c0,89,0.0,USD,2026-02-09,Credit Card
f7dc87a4-6c96-40b5-ab6d-b7e555b4ca42,91,0.0,USD,2026-02-09,Credit Card
b93a3491-ae59-4b7f-976d-1c8d984d2c9e,93,4.99,USD,2026-02-09,Credit Card
cda6ca1f-32be-47bb-a74d-9ab224c881db,97,0.0,USD,2026-02-09,Credit Card
