payment_id,user_id,amount,currency,payment_date,method
dbd24d74-a8fc-4aef-94ac-3676c25fa38c,4,9.99,USD,2026-02-12,Credit Card
0b12d59a-8ecc-440e-91b7-6b376fd0cb35,5,9.99,USD,2026-02-12,Credit Card
d48be5a0-9f52-4929-808e-5a74a882632d,6,0.0,USD,2026-02-12,Credit Card
b1091956-7833-4233-a5d1-5e166abb4b59,8,0.0,USD,2026-02-12,Credit Card
13dacb04-e32d-475b-b527-6cdf96817831,11,4.99,USD,2026-02-12,Credit Card
8961aec2-fada-467b-872d-0c91bfce809b,15,9.99,USD,2026-02-12,Credit Card
70c49c66-f423-4f94-b54a-529976d051e0,17,0.0,USD,2026-02-12,Credit Card
40f36a7d-00a0-4190-a2c6-f5173cb36da5,21,9.99,USD,2026-02-12,Credit Card
65312227-bae8-4fa3-9555-0ba13bc7b536,24,4.99,USD,2026-02-12,Credit Card
f0abd7f8-cfd3-425a-9f18-05a987c90cde,30,0.0,USD,2026-02-12,Credit Card
fad8d397-6c3d-4eea-b926-50a50425f702,32,9.99,USD,2026-02-12,Credit Card
2c304967-8e14-4906-a491-54e458fa2034,33,4.99,USD,2026-02-12,Credit Card
b0cbcbec-e547-4f7f-8472-0ad8da4767ec,36,0.0,USD,2026-02-12,Credit Card
55a25279-3aa4-420a-a0df-d633a086697c,37,0.0,USD,2026-02-12,Credit Card
88a2a37e-a775-49de-863d-3302675bd426,41,0.0,USD,2026-02-12,Credit Card
ff9f3496-9fa5-4c64-8a26-446faa8d9294,46,9.99,USD,2026-02-12,Credit Card
87b44eb5-cc24-4db9-af52-62a1f956d9f3,49,0.0,USD,2026-02-12,Credit Card
87003a1e-ce12-4968-ad03-2cc329ae2825,50,9.99,USD,2026-02-12,Credit Card
698feda4-c07c-41f3-9bbd-5dde5c7b5532,51,9.99,USD,2026-02-12,Credit Card
8d88547e-d2b4-424d-96f8-a76a3cba3682,52,9.99,USD,2026-02-12,Credit Card
f41ce02b-2d42-435d-8776-8643c5d62bf8,53,9.99,USD,2026-02-12,Credit Card
f50544d0-e609-46c3-a5aa-6a42da6817d3,56,9.99,USD,2026-02-12,Credit Card
5099deca-5925-4caa-85ef-21c5572c800e,57,0.0,USD,2026-02-12,Credit Card
83c716c7-5f28-466d-b300-b7862306f954,58,4.99,USD,2026-02-12,Credit Card
fe4571bf-c012-4e31-bbd3-541ecfa3bb4a,59,4.99,USD,2026-02-12,Credit Card
f00b6f56-8cb5-466e-a544-b9277e291713,61,4.99,USD,2026-02-12,Credit Card
70a5d5cf-d4d0-421e-8b7f-29c750386dda,63,4.99,USD,2026-02-12,Credit Card
50b5d239-89d4-456c-9abb-ae33b4487b86,64,0.0,USD,2026-02-12,Credit Card
cc806d3a-2a85-4d5b-932b-3d06990a6f21,65,9.99,USD,2026-02-12,Credit Card
a5aa630f-ebf9-4a54-bfb3-487cdcc930c7,68,0.0,USD,2026-02-12,Credit Card
bd640dd2-8409-4293-b68b-fc0bdcb60bb5,69,4.99,USD,2026-02-12,Credit Card
6ac29636-bd68-4c0b-9a66-ae5555f04de4,70,4.99,USD,2026-02-12,Credit Card
e37fa13c-190a-478e-9a4d-107148d4baa4,71,4.99,USD,2026-02-12,Credit Card
8cc6764c-0856-4efe-870e-bec43a6c34bf,72,0.0,USD,2026-02-12,Credit Card
0b490cfc-c3d7-47f6-93a5-05a2d612abe1,73,4.99,USD,2026-02-12,Credit Card
dc07b2ce-cb58-4efa-a530-09a17073928c,75,0.0,USD,2026-02-12,Credit Card
433e2f8f-4b71-456d-b0f2-59e5ee8fcceb,76,4.99,USD,2026-02-12,Credit Card
2a58ff5e-e4ea-4c95-bf02-28921e0ab3f7,77,9.99,USD,2026-02-12,Credit Card
28ecdcdf-03c7-413b-96e7-740281498fe6,79,0.0,USD,2026-02-12,Credit Card
1dca093a-660d-4a03-b626-b371d8e9e667,80,9.99,USD,2026-02-12,Credit Card
109cacd3-a0b3-42e1-8125-f25c66e2beb0,82,9.99,USD,2026-02-12,Credit Card
1041ed60-3f32-46db-b958-b9367614118a,83,9.99,USD,2026-02-12,Credit Card
b3a404d3-fc38-412e-a75a-de152bd79578,86,0.0,USD,2026-02-12,Credit Card
c520caf8-fcac-41d3-8552-7b16e85d856b,87,0.0,USD,2026-02-12,Credit Card
70a3906a-7100-4c80-8118-dd35c7663bae,88,0.0,USD,2026-02-12,Credit Card
19997f7d-4c31-4b7c-a079-5dfb8b340b31,89,0.0,USD,2026-02-12,Credit Card
93e99ed0-ff7f-4ef5-be89-8950da4793c2,93,4.99,USD,2026-02-12,Credit Card
1bb6edf3-7929-4c41-8e33-c202de0a8cf9,94,4.99,USD,2026-02-12,Credit Card
1a840e53-158e-48a0-9d3d-c66d019971de,97,4.99,USD,2026-02-12,Credit Card
8184c5f2-41b7-4387-a9c1-327f311cf6c0,98,0.0,USD,2026-02-12,Credit Card
5b3e0856-2ad0-4575-abbc-218319258755,99,4.99,USD,2026-02-12,Credit Card
