payment_id,user_id,amount,currency,payment_date,method
4510c8b3-5acb-4d47-b4d1-ad00ea840471,5,4.99,USD,2026-02-02,Credit Card
f0716106-f8ad-42d2-9af9-acc296deb81b,7,9.99,USD,2026-02-02,Credit Card
b10130b5-8fbd-49dd-9cbf-e9a304d0ee3d,14,0.0,USD,2026-02-02,Credit Card
e6d3fff0-5ea4-4c51-8f40-ebda65685b08,15,0.0,USD,2026-02-02,Credit Card
75e92a1b-2a33-46ac-ae1f-249cd42fc49f,16,4.99,USD,2026-02-02,Credit Card
9446c229-a676-41c6-955c-e53aa4434d96,17,4.99,USD,2026-02-02,Credit Card
ae526416-a887-4489-8849-4fef6f845436,18,4.99,USD,2026-02-02,Credit Card
3c7ab7fa-a9af-4475-b5f1-5946357b7362,19,9.99,USD,2026-02-02,Credit Card
07fceb5a-450b-444c-b8f9-fb6e83f681db,21,0.0,USD,2026-02-02,Credit Card
b40caac1-ab23-4674-81eb-edd17a892267,22,9.99,USD,2026-02-02,Credit Card
5a926732-970c-4f55-8cd4-8457c5d4d9f5,24,0.0,USD,2026-02-02,Credit Card
230b7c43-7db2-43c2-b1ef-8891f3122255,25,9.99,USD,2026-02-02,Credit Card
c1808391-c94f-4582-babe-405a03b798b3,29,9.99,USD,2026-02-02,Credit Card
50c96df8-ce64-4eca-8649-27d947e6a506,30,4.99,USD,2026-02-02,Credit Card
137d1a55-85e6-42d9-b003-84bd945da743,31,0.0,USD,2026-02-02,Credit Card
f9b9e58c-67a3-4362-8046-feceecbc3f2c,33,0.0,USD,2026-02-02,Credit Card
8b98d59f-eb1e-4fdd-8acf-e91a257b31be,34,0.0,USD,2026-02-02,Credit Card
04e88b00-605e-4a23-a4db-0771c7dd72ed,35,0.0,USD,2026-02-02,Credit Card
d1082c0f-541d-4d41-865c-0c8546ba5ac0,36,0.0,USD,2026-02-02,Credit Card
a3ed08e4-cd8a-470d-afaf-0604d344c6da,37,4.99,USD,2026-02-02,Credit Card
3eaff38d-b19b-454e-ad06-3a6dac50760c,39,0.0,USD,2026-02-02,Credit Card
7a4bb270-8864-460c-ad36-3b5e87035fd5,43,4.99,USD,2026-02-02,Credit Card
9d76d6a2-257a-4907-a321-3d592bcd152b,46,0.0,USD,2026-02-02,Credit Card
4137cb5c-94cb-4804-8448-26ad6433eec4,48,9.99,USD,2026-02-02,Credit Card
f3e885ed-f562-4ea6-aa8c-049124a28e91,49,4.99,USD,2026-02-02,Credit Card
aa5b8225-bc07-49b2-adc5-aa2a12751677,52,4.99,USD,2026-02-02,Credit Card
46a5adf0-d7d1-4a49-9d7a-1f41cefffb50,53,4.99,USD,2026-02-02,Credit Card
cc8f2866-2c28-4f4e-aa8d-d1241a76e83d,55,4.99,USD,2026-02-02,Credit Card
601363a9-7c2e-4599-a9b5-85102719ff7f,56,9.99,USD,2026-02-02,Credit Card
d94d9365-100c-4100-bc88-9486b40bfe83,57,0.0,USD,2026-02-02,Credit Card
77b3b998-b656-4743-8e59-c343caaa259e,58,9.99,USD,2026-02-02,Credit Card
9deb22aa-da59-457d-b94f-aa852600c8d4,59,4.99,USD,2026-02-02,Credit Card
00a862f7-7ce1-4885-b387-9a0627b2aa9f,60,9.99,USD,2026-02-02,Credit Card
85d8d717-9dc7-4032-9aef-af651c451a2b,62,0.0,USD,2026-02-02,Credit Card
051010ab-0a46-4dde-b901-3b648fdd9466,65,4.99,USD,2026-02-02,Credit Card
91cb8e44-267b-427c-b6f4-18569dadf360,70,4.99,USD,2026-02-02,Credit Card
eacfddf7-97c6-4c0d-ba57-2caacbdff152,72,9.99,USD,2026-02-02,Credit Card
c7f86d09-6442-41fa-a653-9e106adb857b,73,4.99,USD,2026-02-02,Credit Card
01c095ef-ee39-474d-90fb-ae97376fd7c6,77,0.0,USD,2026-02-02,Credit Card
bb088c3a-a0ff-4887-a267-34221718394d,82,9.99,USD,2026-02-02,Credit Card
fe30ff27-cc1a-427b-803c-90beba0fdcec,85,4.99,USD,2026-02-02,Credit Card
da78f100-18ca-41b8-9b9c-0585f8959037,86,4.99,USD,2026-02-02,Credit Card
b0e81643-f67e-42e6-848d-20a33617a89b,87,4.99,USD,2026-02-02,Credit Card
44b6dd30-07ba-45cc-82c3-49547cd6d313,89,0.0,USD,2026-02-02,Credit Card
6b19b30a-5603-4aa5-a056-3a0ecd70ef9a,90,9.99,USD,2026-02-02,Credit Card
860e9cbd-876f-4374-b25e-16d2dd6b1298,92,0.0,USD,2026-02-02,Credit Card
a5aaee95-66aa-41fe-9ec9-2fc9ccbf629a,95,4.99,USD,2026-02-02,Credit Card
0fda1469-864f-44ee-ba8c-42bda56ba921,99,4.99,USD,2026-02-02,Credit Card
